INTAGE,TABBLKST,TABBLKCOU,TABTRACTCE,TABBLKGRPCE,TABBLK,RTYPE,GQTYPE_PL,VOTING_AGE,CENHISP,CENRACE,GEOID10
20210608_P,39,059,977100,1,1005,3,0,2,1,1,390599771001005
20210608_P,39,059,977100,1,1005,3,0,2,1,1,390599771001005
20210608_P,39,059,977100,1,1005,3,0,2,1,1,390599771001005
20210608_P,39,059,977100,1,1005,3,0,2,1,1,390599771001005
20210608_P,39,059,977100,1,1005,3,0,2,1,1,390599771001005
20210608_P,39,059,977100,1,1005,3,0,2,1,1,390599771001005
20210608_P,39,059,977100,1,1005,3,0,2,1,1,390599771001005
20210608_P,39,059,977100,1,1005,3,0,2,1,2,390599771001005
20210608_P,39,059,977100,1,1007,3,0,1,1,1,390599771001007
20210608_P,39,059,977100,1,1007,3,0,1,1,1,390599771001007
20210608_P,39,059,977100,1,1007,3,0,1,1,1,390599771001007
20210608_P,39,059,977100,1,1007,3,0,1,1,1,390599771001007
20210608_P,39,059,977100,1,1007,3,0,1,1,1,390599771001007
20210608_P,39,059,977100,1,1007,3,0,1,1,1,390599771001007
20210608_P,39,059,977100,1,1007,3,0,1,1,1,390599771001007
20210608_P,39,059,977100,1,1007,3,0,2,1,1,390599771001007
20210608_P,39,059,977100,1,1007,3,0,2,1,1,390599771001007
20210608_P,39,059,977100,1,1007,3,0,2,1,1,390599771001007
20210608_P,39,059,977100,1,1007,3,0,2,1,1,390599771001007
20210608_P,39,059,977100,1,1007,3,0,2,1,1,390599771001007
20210608_P,39,059,977100,1,1007,3,0,2,1,1,390599771001007
20210608_P,39,059,977100,1,1007,3,0,2,1,1,390599771001007
20210608_P,39,059,977100,1,1008,3,0,1,1,1,390599771001008
20210608_P,39,059,977100,1,1008,3,0,1,1,1,390599771001008
20210608_P,39,059,977100,1,1008,3,0,2,1,1,390599771001008
20210608_P,39,059,977100,1,1008,3,0,2,1,1,390599771001008
20210608_P,39,059,977100,1,1010,3,0,1,1,1,390599771001010
20210608_P,39,059,977100,1,1010,3,0,1,1,1,390599771001010
20210608_P,39,059,977100,1,1010,3,0,1,1,1,390599771001010
20210608_P,39,059,977100,1,1010,3,0,1,1,1,390599771001010
20210608_P,39,059,977100,1,1010,3,0,1,1,1,390599771001010
20210608_P,39,059,977100,1,1010,3,0,1,1,1,390599771001010
20210608_P,39,059,977100,1,1010,3,0,1,1,1,390599771001010
20210608_P,39,059,977100,1,1010,3,0,1,1,1,390599771001010
20210608_P,39,059,977100,1,1010,3,0,1,1,1,390599771001010
20210608_P,39,059,977100,1,1010,3,0,1,1,1,390599771001010
20210608_P,39,059,977100,1,1010,3,0,1,1,1,390599771001010
20210608_P,39,059,977100,1,1010,3,0,1,1,1,390599771001010
20210608_P,39,059,977100,1,1010,3,0,1,2,1,390599771001010
20210608_P,39,059,977100,1,1010,3,0,1,2,1,390599771001010
20210608_P,39,059,977100,1,1010,3,0,1,2,1,390599771001010
20210608_P,39,059,977100,1,1010,3,0,2,1,1,390599771001010
20210608_P,39,059,977100,1,1010,3,0,2,1,1,390599771001010
20210608_P,39,059,977100,1,1010,3,0,2,1,1,390599771001010
20210608_P,39,059,977100,1,1010,3,0,2,1,1,390599771001010
20210608_P,39,059,977100,1,1010,3,0,2,1,1,390599771001010
20210608_P,39,059,977100,1,1011,3,0,1,1,1,390599771001011
20210608_P,39,059,977100,1,1011,3,0,1,1,1,390599771001011
20210608_P,39,059,977100,1,1011,3,0,1,1,1,390599771001011
20210608_P,39,059,977100,1,1011,3,0,1,1,1,390599771001011
20210608_P,39,059,977100,1,1011,3,0,1,1,1,390599771001011
20210608_P,39,059,977100,1,1011,3,0,1,1,1,390599771001011
20210608_P,39,059,977100,1,1011,3,0,1,1,1,390599771001011
20210608_P,39,059,977100,1,1011,3,0,1,1,1,390599771001011
20210608_P,39,059,977100,1,1011,3,0,1,1,1,390599771001011
20210608_P,39,059,977100,1,1011,3,0,1,1,1,390599771001011
20210608_P,39,059,977100,1,1011,3,0,1,1,1,390599771001011
20210608_P,39,059,977100,1,1011,3,0,1,1,1,390599771001011
20210608_P,39,059,977100,1,1011,3,0,1,1,1,390599771001011
20210608_P,39,059,977100,1,1011,3,0,1,1,1,390599771001011
20210608_P,39,059,977100,1,1011,3,0,1,1,1,390599771001011
20210608_P,39,059,977100,1,1011,3,0,1,1,1,390599771001011
20210608_P,39,059,977100,1,1011,3,0,1,1,1,390599771001011
20210608_P,39,059,977100,1,1011,3,0,1,1,1,390599771001011
20210608_P,39,059,977100,1,1011,3,0,1,1,1,390599771001011
20210608_P,39,059,977100,1,1011,3,0,1,1,1,390599771001011
20210608_P,39,059,977100,1,1011,3,0,1,1,1,390599771001011
20210608_P,39,059,977100,1,1011,3,0,2,1,1,390599771001011
20210608_P,39,059,977100,1,1011,3,0,2,1,1,390599771001011
20210608_P,39,059,977100,1,1011,3,0,2,1,1,390599771001011
20210608_P,39,059,977100,1,1011,3,0,2,1,1,390599771001011
20210608_P,39,059,977100,1,1011,3,0,2,1,1,390599771001011
20210608_P,39,059,977100,1,1011,3,0,2,1,1,390599771001011
20210608_P,39,059,977100,1,1011,3,0,2,1,1,390599771001011
20210608_P,39,059,977100,1,1011,3,0,2,1,1,390599771001011
20210608_P,39,059,977100,1,1011,3,0,2,1,1,390599771001011
20210608_P,39,059,977100,1,1011,3,0,2,1,1,390599771001011
20210608_P,39,059,977100,1,1011,3,0,2,1,1,390599771001011
20210608_P,39,059,977100,1,1012,3,0,1,1,1,390599771001012
20210608_P,39,059,977100,1,1012,3,0,1,1,1,390599771001012
20210608_P,39,059,977100,1,1012,3,0,2,1,1,390599771001012
20210608_P,39,059,977100,1,1012,3,0,2,1,1,390599771001012
20210608_P,39,059,977100,1,1012,3,0,2,1,1,390599771001012
20210608_P,39,059,977100,1,1012,3,0,2,1,1,390599771001012
20210608_P,39,059,977100,1,1012,3,0,2,1,1,390599771001012
20210608_P,39,059,977100,1,1012,3,0,2,1,1,390599771001012
20210608_P,39,059,977100,1,1012,3,0,2,1,1,390599771001012
20210608_P,39,059,977100,1,1012,3,0,2,1,1,390599771001012
20210608_P,39,059,977100,1,1012,3,0,2,1,1,390599771001012
20210608_P,39,059,977100,1,1012,3,0,2,1,1,390599771001012
20210608_P,39,059,977100,1,1012,3,0,2,1,1,390599771001012
20210608_P,39,059,977100,1,1012,3,0,2,1,1,390599771001012
20210608_P,39,059,977100,1,1013,3,0,2,1,1,390599771001013
20210608_P,39,059,977100,1,1013,3,0,2,1,1,390599771001013
20210608_P,39,059,977100,1,1013,3,0,2,1,1,390599771001013
20210608_P,39,059,977100,1,1013,3,0,2,1,1,390599771001013
20210608_P,39,059,977100,1,1013,3,0,2,1,1,390599771001013
20210608_P,39,059,977100,1,1013,3,0,2,1,1,390599771001013
20210608_P,39,059,977100,1,1014,3,0,1,1,1,390599771001014
20210608_P,39,059,977100,1,1014,3,0,1,1,1,390599771001014
20210608_P,39,059,977100,1,1014,3,0,1,1,1,390599771001014
20210608_P,39,059,977100,1,1014,3,0,1,1,1,390599771001014
20210608_P,39,059,977100,1,1014,3,0,1,1,1,390599771001014
20210608_P,39,059,977100,1,1014,3,0,1,1,1,390599771001014
20210608_P,39,059,977100,1,1014,3,0,1,1,1,390599771001014
20210608_P,39,059,977100,1,1014,3,0,1,1,1,390599771001014
20210608_P,39,059,977100,1,1014,3,0,1,1,1,390599771001014
20210608_P,39,059,977100,1,1014,3,0,1,1,1,390599771001014
20210608_P,39,059,977100,1,1014,3,0,1,1,1,390599771001014
20210608_P,39,059,977100,1,1014,3,0,1,1,1,390599771001014
20210608_P,39,059,977100,1,1014,3,0,2,1,1,390599771001014
20210608_P,39,059,977100,1,1014,3,0,2,1,1,390599771001014
20210608_P,39,059,977100,1,1014,3,0,2,1,1,390599771001014
20210608_P,39,059,977100,1,1014,3,0,2,1,1,390599771001014
20210608_P,39,059,977100,1,1014,3,0,2,1,1,390599771001014
20210608_P,39,059,977100,1,1014,3,0,2,1,1,390599771001014
20210608_P,39,059,977100,1,1014,3,0,2,1,1,390599771001014
20210608_P,39,059,977100,1,1014,3,0,2,1,1,390599771001014
20210608_P,39,059,977100,1,1014,3,0,2,1,1,390599771001014
20210608_P,39,059,977100,1,1014,3,0,2,1,1,390599771001014
20210608_P,39,059,977100,1,1014,3,0,2,1,1,390599771001014
20210608_P,39,059,977100,1,1014,3,0,2,1,1,390599771001014
20210608_P,39,059,977100,1,1014,3,0,2,1,1,390599771001014
20210608_P,39,059,977100,1,1014,3,0,2,1,1,390599771001014
20210608_P,39,059,977100,1,1014,3,0,2,1,1,390599771001014
20210608_P,39,059,977100,1,1014,3,0,2,1,1,390599771001014
20210608_P,39,059,977100,1,1014,3,0,2,1,8,390599771001014
20210608_P,39,059,977100,1,1015,3,0,1,1,1,390599771001015
20210608_P,39,059,977100,1,1015,3,0,1,1,1,390599771001015
20210608_P,39,059,977100,1,1015,3,0,2,1,1,390599771001015
20210608_P,39,059,977100,1,1015,3,0,2,1,1,390599771001015
20210608_P,39,059,977100,1,1015,3,0,2,1,1,390599771001015
20210608_P,39,059,977100,1,1015,3,0,2,1,1,390599771001015
20210608_P,39,059,977100,1,1015,3,0,2,1,1,390599771001015
20210608_P,39,059,977100,1,1015,3,0,2,1,1,390599771001015
20210608_P,39,059,977100,1,1016,3,0,1,1,8,390599771001016
20210608_P,39,059,977100,1,1016,3,0,1,2,1,390599771001016
20210608_P,39,059,977100,1,1016,3,0,1,2,1,390599771001016
20210608_P,39,059,977100,1,1016,3,0,2,1,1,390599771001016
20210608_P,39,059,977100,1,1016,3,0,2,1,1,390599771001016
20210608_P,39,059,977100,1,1016,3,0,2,1,1,390599771001016
20210608_P,39,059,977100,1,1016,3,0,2,1,1,390599771001016
20210608_P,39,059,977100,1,1016,3,0,2,1,1,390599771001016
20210608_P,39,059,977100,1,1016,3,0,2,1,1,390599771001016
20210608_P,39,059,977100,1,1016,3,0,2,1,1,390599771001016
20210608_P,39,059,977100,1,1016,3,0,2,1,1,390599771001016
20210608_P,39,059,977100,1,1016,3,0,2,1,1,390599771001016
20210608_P,39,059,977100,1,1016,3,0,2,1,1,390599771001016
20210608_P,39,059,977100,1,1016,3,0,2,1,1,390599771001016
20210608_P,39,059,977100,1,1016,3,0,2,1,1,390599771001016
20210608_P,39,059,977100,1,1017,3,0,1,1,1,390599771001017
20210608_P,39,059,977100,1,1017,3,0,1,1,1,390599771001017
20210608_P,39,059,977100,1,1017,3,0,2,1,1,390599771001017
20210608_P,39,059,977100,1,1017,3,0,2,1,1,390599771001017
20210608_P,39,059,977100,1,1017,3,0,2,1,1,390599771001017
20210608_P,39,059,977100,1,1017,3,0,2,1,1,390599771001017
20210608_P,39,059,977100,1,1017,3,0,2,1,1,390599771001017
20210608_P,39,059,977100,1,1017,3,0,2,1,1,390599771001017
20210608_P,39,059,977100,1,1018,3,0,2,1,1,390599771001018
20210608_P,39,059,977100,1,1018,3,0,2,1,1,390599771001018
20210608_P,39,059,977100,1,1018,3,0,2,1,1,390599771001018
20210608_P,39,059,977100,1,1018,3,0,2,1,1,390599771001018
20210608_P,39,059,977100,1,1018,3,0,2,1,1,390599771001018
20210608_P,39,059,977100,1,1018,3,0,2,1,1,390599771001018
20210608_P,39,059,977100,1,1018,3,0,2,1,1,390599771001018
20210608_P,39,059,977100,1,1018,3,0,2,1,1,390599771001018
20210608_P,39,059,977100,1,1018,3,0,2,1,1,390599771001018
20210608_P,39,059,977100,1,1018,3,0,2,1,1,390599771001018
20210608_P,39,059,977100,1,1018,3,0,2,1,1,390599771001018
20210608_P,39,059,977100,1,1018,3,0,2,1,1,390599771001018
20210608_P,39,059,977100,1,1018,3,0,2,1,1,390599771001018
20210608_P,39,059,977100,1,1018,3,0,2,1,1,390599771001018
20210608_P,39,059,977100,1,1018,3,0,2,1,1,390599771001018
20210608_P,39,059,977100,1,1018,3,0,2,1,1,390599771001018
20210608_P,39,059,977100,1,1018,3,0,2,1,1,390599771001018
20210608_P,39,059,977100,1,1018,3,0,2,1,1,390599771001018
20210608_P,39,059,977100,1,1018,3,0,2,1,1,390599771001018
20210608_P,39,059,977100,1,1018,3,0,2,1,1,390599771001018
20210608_P,39,059,977100,1,1018,3,0,2,1,1,390599771001018
20210608_P,39,059,977100,1,1018,3,0,2,1,1,390599771001018
20210608_P,39,059,977100,1,1018,3,0,2,1,1,390599771001018
20210608_P,39,059,977100,1,1018,3,0,2,1,1,390599771001018
20210608_P,39,059,977100,1,1019,3,0,1,1,1,390599771001019
20210608_P,39,059,977100,1,1019,3,0,1,1,1,390599771001019
20210608_P,39,059,977100,1,1019,3,0,1,1,1,390599771001019
20210608_P,39,059,977100,1,1019,3,0,1,1,1,390599771001019
20210608_P,39,059,977100,1,1019,3,0,1,1,1,390599771001019
20210608_P,39,059,977100,1,1019,3,0,1,1,1,390599771001019
20210608_P,39,059,977100,1,1019,3,0,1,1,1,390599771001019
20210608_P,39,059,977100,1,1019,3,0,2,1,1,390599771001019
20210608_P,39,059,977100,1,1019,3,0,2,1,1,390599771001019
20210608_P,39,059,977100,1,1019,3,0,2,1,1,390599771001019
20210608_P,39,059,977100,1,1019,3,0,2,1,1,390599771001019
20210608_P,39,059,977100,1,1019,3,0,2,1,1,390599771001019
20210608_P,39,059,977100,1,1019,3,0,2,1,1,390599771001019
20210608_P,39,059,977100,1,1019,3,0,2,1,1,390599771001019
20210608_P,39,059,977100,1,1019,3,0,2,1,1,390599771001019
20210608_P,39,059,977100,1,1020,3,0,1,1,1,390599771001020
20210608_P,39,059,977100,1,1020,3,0,1,1,1,390599771001020
20210608_P,39,059,977100,1,1020,3,0,1,1,1,390599771001020
20210608_P,39,059,977100,1,1020,3,0,2,1,1,390599771001020
20210608_P,39,059,977100,1,1020,3,0,2,1,1,390599771001020
20210608_P,39,059,977100,1,1020,3,0,2,1,1,390599771001020
20210608_P,39,059,977100,1,1020,3,0,2,1,1,390599771001020
20210608_P,39,059,977100,1,1020,3,0,2,1,1,390599771001020
20210608_P,39,059,977100,1,1020,3,0,2,1,1,390599771001020
20210608_P,39,059,977100,1,1020,3,0,2,1,1,390599771001020
20210608_P,39,059,977100,1,1020,3,0,2,1,1,390599771001020
20210608_P,39,059,977100,1,1022,3,0,1,2,1,390599771001022
20210608_P,39,059,977100,1,1022,3,0,1,2,1,390599771001022
20210608_P,39,059,977100,1,1022,3,0,1,2,1,390599771001022
20210608_P,39,059,977100,1,1022,3,0,2,1,1,390599771001022
20210608_P,39,059,977100,1,1023,3,0,2,1,1,390599771001023
20210608_P,39,059,977100,1,1023,3,0,2,1,1,390599771001023
20210608_P,39,059,977100,1,1023,3,0,2,1,1,390599771001023
20210608_P,39,059,977100,1,1023,3,0,2,1,1,390599771001023
20210608_P,39,059,977100,1,1024,3,0,1,1,1,390599771001024
20210608_P,39,059,977100,1,1024,3,0,1,1,1,390599771001024
20210608_P,39,059,977100,1,1024,3,0,1,1,1,390599771001024
20210608_P,39,059,977100,1,1024,3,0,1,1,1,390599771001024
20210608_P,39,059,977100,1,1024,3,0,1,1,1,390599771001024
20210608_P,39,059,977100,1,1024,3,0,1,1,1,390599771001024
20210608_P,39,059,977100,1,1024,3,0,1,1,1,390599771001024
20210608_P,39,059,977100,1,1024,3,0,1,1,1,390599771001024
20210608_P,39,059,977100,1,1024,3,0,1,1,1,390599771001024
20210608_P,39,059,977100,1,1024,3,0,1,1,1,390599771001024
20210608_P,39,059,977100,1,1024,3,0,1,1,1,390599771001024
20210608_P,39,059,977100,1,1024,3,0,2,1,1,390599771001024
20210608_P,39,059,977100,1,1024,3,0,2,1,1,390599771001024
20210608_P,39,059,977100,1,1024,3,0,2,1,1,390599771001024
20210608_P,39,059,977100,1,1024,3,0,2,1,1,390599771001024
20210608_P,39,059,977100,1,1024,3,0,2,1,1,390599771001024
20210608_P,39,059,977100,1,1024,3,0,2,1,1,390599771001024
20210608_P,39,059,977100,1,1024,3,0,2,1,1,390599771001024
20210608_P,39,059,977100,1,1025,3,0,1,1,1,390599771001025
20210608_P,39,059,977100,1,1025,3,0,1,1,1,390599771001025
20210608_P,39,059,977100,1,1025,3,0,1,1,1,390599771001025
20210608_P,39,059,977100,1,1025,3,0,1,1,1,390599771001025
20210608_P,39,059,977100,1,1025,3,0,1,1,1,390599771001025
20210608_P,39,059,977100,1,1025,3,0,1,1,1,390599771001025
20210608_P,39,059,977100,1,1025,3,0,1,1,1,390599771001025
20210608_P,39,059,977100,1,1025,3,0,1,1,1,390599771001025
20210608_P,39,059,977100,1,1025,3,0,1,1,1,390599771001025
20210608_P,39,059,977100,1,1025,3,0,1,1,1,390599771001025
20210608_P,39,059,977100,1,1025,3,0,1,1,1,390599771001025
20210608_P,39,059,977100,1,1025,3,0,2,1,1,390599771001025
20210608_P,39,059,977100,1,1025,3,0,2,1,1,390599771001025
20210608_P,39,059,977100,1,1025,3,0,2,1,1,390599771001025
20210608_P,39,059,977100,1,1025,3,0,2,1,1,390599771001025
20210608_P,39,059,977100,1,1025,3,0,2,1,1,390599771001025
20210608_P,39,059,977100,1,1025,3,0,2,1,1,390599771001025
20210608_P,39,059,977100,1,1025,3,0,2,1,1,390599771001025
20210608_P,39,059,977100,1,1025,3,0,2,1,1,390599771001025
20210608_P,39,059,977100,1,1025,3,0,2,1,1,390599771001025
20210608_P,39,059,977100,1,1025,3,0,2,1,1,390599771001025
20210608_P,39,059,977100,1,1025,3,0,2,1,1,390599771001025
20210608_P,39,059,977100,1,1025,3,0,2,1,1,390599771001025
20210608_P,39,059,977100,1,1025,3,0,2,1,1,390599771001025
20210608_P,39,059,977100,1,1025,3,0,2,1,1,390599771001025
20210608_P,39,059,977100,1,1025,3,0,2,1,1,390599771001025
20210608_P,39,059,977100,1,1025,3,0,2,1,1,390599771001025
20210608_P,39,059,977100,1,1025,3,0,2,1,1,390599771001025
20210608_P,39,059,977100,1,1025,3,0,2,1,1,390599771001025
20210608_P,39,059,977100,1,1025,3,0,2,1,1,390599771001025
20210608_P,39,059,977100,1,1025,3,0,2,1,1,390599771001025
20210608_P,39,059,977100,1,1025,3,0,2,1,1,390599771001025
20210608_P,39,059,977100,1,1025,3,0,2,1,1,390599771001025
20210608_P,39,059,977100,1,1025,3,0,2,1,1,390599771001025
20210608_P,39,059,977100,1,1025,3,0,2,1,1,390599771001025
20210608_P,39,059,977100,1,1025,3,0,2,1,1,390599771001025
20210608_P,39,059,977100,1,1025,3,0,2,1,1,390599771001025
20210608_P,39,059,977100,1,1025,3,0,2,1,1,390599771001025
20210608_P,39,059,977100,1,1027,3,0,2,1,1,390599771001027
20210608_P,39,059,977100,1,1027,3,0,2,1,1,390599771001027
20210608_P,39,059,977100,1,1027,3,0,2,1,1,390599771001027
20210608_P,39,059,977100,1,1027,3,0,2,1,1,390599771001027
20210608_P,39,059,977100,1,1027,3,0,2,1,1,390599771001027
20210608_P,39,059,977100,1,1027,3,0,2,1,1,390599771001027
20210608_P,39,059,977100,1,1027,3,0,2,1,1,390599771001027
20210608_P,39,059,977100,1,1027,3,0,2,1,1,390599771001027
20210608_P,39,059,977100,1,1027,3,0,2,1,1,390599771001027
20210608_P,39,059,977100,1,1029,3,0,1,1,1,390599771001029
20210608_P,39,059,977100,1,1029,3,0,1,1,1,390599771001029
20210608_P,39,059,977100,1,1029,3,0,1,1,1,390599771001029
20210608_P,39,059,977100,1,1029,3,0,1,1,1,390599771001029
20210608_P,39,059,977100,1,1029,3,0,1,1,1,390599771001029
20210608_P,39,059,977100,1,1029,3,0,1,1,1,390599771001029
20210608_P,39,059,977100,1,1029,3,0,1,1,1,390599771001029
20210608_P,39,059,977100,1,1029,3,0,1,1,1,390599771001029
20210608_P,39,059,977100,1,1029,3,0,2,1,1,390599771001029
20210608_P,39,059,977100,1,1029,3,0,2,1,1,390599771001029
20210608_P,39,059,977100,1,1029,3,0,2,1,1,390599771001029
20210608_P,39,059,977100,1,1029,3,0,2,1,1,390599771001029
20210608_P,39,059,977100,1,1029,3,0,2,1,1,390599771001029
20210608_P,39,059,977100,1,1029,3,0,2,1,1,390599771001029
20210608_P,39,059,977100,1,1029,3,0,2,1,1,390599771001029
20210608_P,39,059,977100,1,1029,3,0,2,1,1,390599771001029
20210608_P,39,059,977100,1,1029,3,0,2,1,1,390599771001029
20210608_P,39,059,977100,1,1029,3,0,2,1,1,390599771001029
20210608_P,39,059,977100,1,1029,3,0,2,1,1,390599771001029
20210608_P,39,059,977100,1,1029,3,0,2,1,1,390599771001029
20210608_P,39,059,977100,1,1029,3,0,2,1,1,390599771001029
20210608_P,39,059,977100,1,1031,3,0,1,1,1,390599771001031
20210608_P,39,059,977100,1,1031,3,0,2,1,1,390599771001031
20210608_P,39,059,977100,1,1031,3,0,2,1,1,390599771001031
20210608_P,39,059,977100,1,1031,3,0,2,1,1,390599771001031
20210608_P,39,059,977100,1,1031,3,0,2,1,1,390599771001031
20210608_P,39,059,977100,1,1031,3,0,2,1,1,390599771001031
20210608_P,39,059,977100,1,1031,3,0,2,1,1,390599771001031
20210608_P,39,059,977100,1,1031,3,0,2,1,1,390599771001031
20210608_P,39,059,977100,1,1031,3,0,2,1,1,390599771001031
20210608_P,39,059,977100,1,1031,3,0,2,1,1,390599771001031
20210608_P,39,059,977100,1,1032,3,0,1,1,1,390599771001032
20210608_P,39,059,977100,1,1032,3,0,2,1,1,390599771001032
20210608_P,39,059,977100,1,1032,3,0,2,1,1,390599771001032
20210608_P,39,059,977100,1,1032,3,0,2,1,1,390599771001032
20210608_P,39,059,977100,1,1032,3,0,2,1,1,390599771001032
20210608_P,39,059,977100,1,1032,3,0,2,1,1,390599771001032
20210608_P,39,059,977100,1,1032,3,0,2,1,1,390599771001032
20210608_P,39,059,977100,1,1032,3,0,2,1,1,390599771001032
20210608_P,39,059,977100,1,1032,3,0,2,1,1,390599771001032
20210608_P,39,059,977100,1,1032,3,0,2,1,1,390599771001032
20210608_P,39,059,977100,1,1034,3,0,1,1,1,390599771001034
20210608_P,39,059,977100,1,1034,3,0,1,1,1,390599771001034
20210608_P,39,059,977100,1,1034,3,0,1,1,1,390599771001034
20210608_P,39,059,977100,1,1035,3,0,1,1,1,390599771001035
20210608_P,39,059,977100,1,1035,3,0,1,1,1,390599771001035
20210608_P,39,059,977100,1,1035,3,0,1,1,1,390599771001035
20210608_P,39,059,977100,1,1035,3,0,1,1,1,390599771001035
20210608_P,39,059,977100,1,1035,3,0,1,1,1,390599771001035
20210608_P,39,059,977100,1,1035,3,0,1,1,1,390599771001035
20210608_P,39,059,977100,1,1035,3,0,1,1,1,390599771001035
20210608_P,39,059,977100,1,1035,3,0,1,1,1,390599771001035
20210608_P,39,059,977100,1,1035,3,0,1,1,1,390599771001035
20210608_P,39,059,977100,1,1035,3,0,1,1,1,390599771001035
20210608_P,39,059,977100,1,1035,3,0,1,1,1,390599771001035
20210608_P,39,059,977100,1,1035,3,0,1,1,1,390599771001035
20210608_P,39,059,977100,1,1035,3,0,1,1,1,390599771001035
20210608_P,39,059,977100,1,1035,3,0,1,1,1,390599771001035
20210608_P,39,059,977100,1,1035,3,0,1,1,1,390599771001035
20210608_P,39,059,977100,1,1035,3,0,1,1,1,390599771001035
20210608_P,39,059,977100,1,1035,3,0,1,1,1,390599771001035
20210608_P,39,059,977100,1,1035,3,0,1,1,1,390599771001035
20210608_P,39,059,977100,1,1035,3,0,1,1,1,390599771001035
20210608_P,39,059,977100,1,1035,3,0,1,1,1,390599771001035
20210608_P,39,059,977100,1,1035,3,0,1,1,1,390599771001035
20210608_P,39,059,977100,1,1035,3,0,1,1,1,390599771001035
20210608_P,39,059,977100,1,1035,3,0,1,1,1,390599771001035
20210608_P,39,059,977100,1,1035,3,0,2,1,1,390599771001035
20210608_P,39,059,977100,1,1035,3,0,2,1,1,390599771001035
20210608_P,39,059,977100,1,1035,3,0,2,1,1,390599771001035
20210608_P,39,059,977100,1,1035,3,0,2,1,1,390599771001035
20210608_P,39,059,977100,1,1035,3,0,2,1,1,390599771001035
20210608_P,39,059,977100,1,1035,3,0,2,1,1,390599771001035
20210608_P,39,059,977100,1,1035,3,0,2,1,1,390599771001035
20210608_P,39,059,977100,1,1035,3,0,2,1,1,390599771001035
20210608_P,39,059,977100,1,1035,3,0,2,1,1,390599771001035
20210608_P,39,059,977100,1,1035,3,0,2,1,1,390599771001035
20210608_P,39,059,977100,1,1035,3,0,2,1,1,390599771001035
20210608_P,39,059,977100,1,1035,3,0,2,1,1,390599771001035
20210608_P,39,059,977100,1,1035,3,0,2,1,1,390599771001035
20210608_P,39,059,977100,1,1035,3,0,2,1,1,390599771001035
20210608_P,39,059,977100,1,1035,3,0,2,1,1,390599771001035
20210608_P,39,059,977100,1,1035,3,0,2,1,1,390599771001035
20210608_P,39,059,977100,1,1035,3,0,2,1,1,390599771001035
20210608_P,39,059,977100,1,1035,3,0,2,1,1,390599771001035
20210608_P,39,059,977100,1,1035,3,0,2,1,1,390599771001035
20210608_P,39,059,977100,1,1035,3,0,2,1,1,390599771001035
20210608_P,39,059,977100,1,1035,3,0,2,1,1,390599771001035
20210608_P,39,059,977100,1,1036,3,0,1,1,1,390599771001036
20210608_P,39,059,977100,1,1036,3,0,2,1,1,390599771001036
20210608_P,39,059,977100,1,1036,3,0,2,1,1,390599771001036
